Date,Open,High,Low,Close,Adj Close,Volume
2023-05-30,102.25,102.5199966430664,101.56999969482422,101.70999908447266,99.68890380859375,5168700
2023-05-31,101.5,102.2699966430664,100.37999725341797,102.0,99.97312927246094,7063400
2023-06-01,101.91000366210938,102.9000015258789,100.91000366210938,102.81999969482422,100.7768325805664,4603900
2023-06-02,103.30999755859375,104.5,102.8499984741211,104.19999694824219,102.12940979003906,6024300
2023-06-05,104.05999755859375,105.01000213623047,103.33999633789062,103.76000213623047,101.69816589355469,3565900
2023-06-06,103.87000274658203,104.04000091552734,102.22000122070312,102.62000274658203,100.580810546875,4044300
2023-06-07,102.41999816894531,102.48999786376953,101.25,101.66000366210938,99.63988494873047,6231200
2023-06-08,101.25,101.37999725341797,100.56999969482422,100.77999877929688,98.77737426757812,5159000
2023-06-09,100.97000122070312,101.9800033569336,100.54000091552734,101.69000244140625,99.6692886352539,4276000
2023-06-12,101.83999633789062,101.91000366210938,100.79000091552734,101.4000015258789,99.38505554199219,3629100
2023-06-13,101.48999786376953,102.06999969482422,100.94000244140625,101.86000061035156,99.83590698242188,4642200
2023-06-14,103.30999755859375,104.1500015258789,102.81999969482422,103.25,101.19828796386719,5020600
2023-06-15,103.26000213623047,105.31999969482422,103.11000061035156,105.0199966430664,102.93311309814453,6378600
2023-06-16,105.44000244140625,106.56999969482422,105.37000274658203,106.19999694824219,104.08966064453125,10020500
2023-06-20,105.19999694824219,107.66999816894531,104.9000015258789,106.69999694824219,104.57972717285156,6573100
2023-06-21,106.62000274658203,106.76000213623047,105.61000061035156,106.25,104.138671875,4428600
2023-06-22,106.69000244140625,108.36000061035156,106.44000244140625,108.25,106.09893798828125,5480300
2023-06-23,108.19999694824219,108.5,107.37000274658203,108.05000305175781,105.90290832519531,5647000
2023-06-26,108.0999984741211,109.20999908447266,106.80000305175781,108.51000213623047,106.35377502441406,6134700
2023-06-27,108.88999938964844,108.94000244140625,106.7699966430664,107.79000091552734,105.64807891845703,4849700
2023-06-28,107.95999908447266,108.1500015258789,107.36000061035156,107.61000061035156,105.4716567993164,3900000
2023-06-29,107.02999877929688,107.86000061035156,106.97000122070312,107.66000366210938,105.52066040039062,3417400
2023-06-30,108.0,109.33999633789062,107.69999694824219,109.0199966430664,106.85363006591797,4449200
2023-07-03,108.25,108.4800033569336,107.02999877929688,107.22000122070312,105.08940887451172,2268000
2023-07-05,106.72000122070312,107.83000183105469,106.44999694824219,107.37000274658203,105.23641967773438,4968600
2023-07-06,106.75,107.44999694824219,106.13999938964844,107.19999694824219,105.0698013305664,5325000
2023-07-07,106.30000305175781,107.93000030517578,106.06999969482422,106.3499984741211,104.2366943359375,5053700
2023-07-10,106.58000183105469,107.75,106.29000091552734,107.0199966430664,104.89337158203125,5259500
2023-07-11,107.0199966430664,107.68000030517578,106.7699966430664,107.5,105.36383056640625,3899700
2023-07-12,108.05999755859375,108.20999908447266,106.66000366210938,106.8499984741211,104.72676086425781,4845300
2023-07-13,106.69000244140625,107.79000091552734,106.44999694824219,107.73999786376953,106.10551452636719,4936800
2023-07-14,108.0,108.47000122070312,107.18000030517578,107.93000030517578,106.29263305664062,4015600
