Date,Open,High,Low,Close,Adj Close,Volume
2023-05-30,47.400001525878906,47.79999923706055,45.0,46.29999923706055,46.29999923706055,1390050
2023-05-31,45.79999923706055,46.099998474121094,43.79999923706055,45.0,45.0,1337540
2023-06-01,45.099998474121094,46.599998474121094,44.70000076293945,45.5,45.5,1243100
2023-06-02,46.29999923706055,46.70000076293945,45.29999923706055,45.5,45.5,947790
2023-06-05,46.5,46.70000076293945,45.5,46.29999923706055,46.29999923706055,771720
2023-06-06,45.900001525878906,47.70000076293945,45.5,46.400001525878906,46.400001525878906,1513500
2023-06-07,47.599998474121094,47.599998474121094,46.099998474121094,47.29999923706055,47.29999923706055,1514850
2023-06-08,46.70000076293945,47.29999923706055,45.20000076293945,46.79999923706055,46.79999923706055,1571480
2023-06-09,46.5,48.20000076293945,46.5,47.70000076293945,47.70000076293945,1485530
2023-06-12,47.79999923706055,48.79999923706055,47.400001525878906,47.900001525878906,47.900001525878906,1032150
2023-06-13,48.599998474121094,51.5,48.20000076293945,50.0,50.0,2560280
2023-06-14,50.70000076293945,50.79999923706055,48.20000076293945,49.0,49.0,1554870
2023-06-15,48.5,48.5,46.79999923706055,47.599998474121094,47.599998474121094,1610360
2023-06-16,48.20000076293945,48.29999923706055,46.70000076293945,47.0,47.0,1876430
2023-06-20,46.900001525878906,47.29999923706055,44.900001525878906,45.900001525878906,45.900001525878906,1645020
2023-06-21,46.0,46.400001525878906,45.0,45.29999923706055,45.29999923706055,1302690
2023-06-22,42.5,42.79999923706055,40.70000076293945,41.70000076293945,41.70000076293945,3834310
2023-06-23,41.20000076293945,41.5,40.099998474121094,40.099998474121094,40.099998474121094,1457570
2023-06-26,40.79999923706055,41.29999923706055,40.099998474121094,40.29999923706055,40.29999923706055,1410250
2023-06-27,40.79999923706055,41.5,40.099998474121094,41.0,41.0,1594270
2023-06-28,40.900001525878906,45.5,40.79999923706055,44.099998474121094,44.099998474121094,2606440
2023-06-29,43.599998474121094,44.29999923706055,41.79999923706055,44.20000076293945,44.20000076293945,2828460
2023-06-30,43.29999923706055,44.0,42.5,44.0,44.0,1735520
2023-07-03,43.900001525878906,46.0,43.20000076293945,44.400001525878906,44.400001525878906,1608420
2023-07-05,44.400001525878906,44.400001525878906,42.20000076293945,42.5,42.5,2046840
2023-07-06,42.20000076293945,43.29999923706055,41.900001525878906,42.900001525878906,42.900001525878906,2065760
2023-07-07,43.099998474121094,43.599998474121094,42.0,42.0,42.0,1549880
2023-07-10,41.79999923706055,42.900001525878906,41.70000076293945,42.400001525878906,42.400001525878906,2346770
2023-07-11,43.0,44.400001525878906,42.5,43.900001525878906,43.900001525878906,2329400
2023-07-12,44.29999923706055,44.70000076293945,43.5,44.0,44.0,1884760
2023-07-13,44.29999923706055,45.20000076293945,43.900001525878906,44.400001525878906,44.400001525878906,2139150
2023-07-14,45.5,45.70000076293945,43.0,43.29999923706055,43.29999923706055,1739560
2023-07-17,43.400001525878906,43.900001525878906,42.70000076293945,43.70000076293945,43.70000076293945,1232720
2023-07-18,43.5,45.400001525878906,42.70000076293945,43.099998474121094,43.099998474121094,1842760
2023-07-19,43.5,44.0,42.79999923706055,43.70000076293945,43.70000076293945,2019830
2023-07-20,43.29999923706055,43.70000076293945,42.29999923706055,43.29999923706055,43.29999923706055,1989100
2023-07-21,43.400001525878906,44.79999923706055,42.900001525878906,44.0,44.0,8521020
2023-07-24,58.400001525878906,62.29999923706055,48.70000076293945,58.5,58.5,25691880
2023-07-25,53.599998474121094,54.79999923706055,50.29999923706055,51.20000076293945,51.20000076293945,5840460
2023-07-26,51.5,52.5,49.099998474121094,50.70000076293945,50.70000076293945,3119770
2023-07-27,51.099998474121094,51.5,45.099998474121094,45.20000076293945,45.20000076293945,4240850
2023-07-28,46.599998474121094,46.70000076293945,45.20000076293945,46.400001525878906,46.400001525878906,2481300
2023-07-31,46.599998474121094,50.79999923706055,46.400001525878906,49.70000076293945,49.70000076293945,3717620
2023-08-01,49.29999923706055,51.70000076293945,48.400001525878906,49.29999923706055,49.29999923706055,2388110
2023-08-02,48.5,48.79999923706055,46.79999923706055,48.0,48.0,1553290
2023-08-03,47.900001525878906,49.79999923706055,47.400001525878906,49.099998474121094,49.099998474121094,1471630
2023-08-04,49.099998474121094,50.79999923706055,48.20000076293945,49.29999923706055,49.29999923706055,2087540
2023-08-07,50.400001525878906,52.79999923706055,50.099998474121094,51.20000076293945,51.20000076293945,2703210
2023-08-08,54.599998474121094,54.599998474121094,49.900001525878906,50.900001525878906,50.900001525878906,3042300
2023-08-09,50.900001525878906,51.599998474121094,48.599998474121094,49.0,49.0,1809060
2023-08-10,49.5,51.0,49.0,49.79999923706055,49.79999923706055,1392340
2023-08-11,49.099998474121094,52.79999923706055,49.099998474121094,52.599998474121094,52.599998474121094,5967180
2023-08-14,33.29999923706055,36.400001525878906,31.799999237060547,33.900001525878906,33.900001525878906,13416120
2023-08-15,34.900001525878906,38.0,33.0,36.79999923706055,36.79999923706055,7040200
2023-08-16,36.79999923706055,38.400001525878906,34.70000076293945,37.5,37.5,5699250
2023-08-17,36.70000076293945,40.599998474121094,36.400001525878906,40.400001525878906,40.400001525878906,7147800
2023-08-18,40.599998474121094,41.900001525878906,38.599998474121094,40.900001525878906,40.900001525878906,5165850
2023-08-21,40.0,40.29999923706055,30.5,31.200000762939453,31.200000762939453,11371260
2023-08-22,31.0,31.100000381469727,24.600000381469727,25.5,25.5,10872410
2023-08-23,19.5,22.0,19.399999618530273,19.600000381469727,19.600000381469727,19985440
2023-08-24,16.309999465942383,16.600000381469727,13.329999923706055,14.369999885559082,14.369999885559082,26408000
2023-08-25,13.4399995803833,14.449999809265137,12.399999618530273,12.430000305175781,12.430000305175781,24061600
2023-08-28,11.989999771118164,12.350000381469727,11.050000190734863,11.069999694824219,11.069999694824219,24658900
2023-08-29,11.239999771118164,11.699999809265137,10.720000267028809,10.90999984741211,10.90999984741211,27312500
2023-08-30,11.100000381469727,13.640000343322754,10.729999542236328,12.729999542236328,12.729999542236328,55170300
2023-08-31,13.899999618530273,13.899999618530273,12.550000190734863,12.550000190734863,12.550000190734863,38962100
