Date,Open,High,Low,Close,Adj Close,Volume
2023-05-30,23.350000381469727,24.690000534057617,23.299999237060547,24.56999969482422,24.56999969482422,5037800
2023-05-31,24.510000228881836,24.799999237060547,23.8799991607666,24.049999237060547,24.049999237060547,4265200
2023-06-01,24.040000915527344,24.65999984741211,23.780000686645508,24.100000381469727,24.100000381469727,3845000
2023-06-02,24.290000915527344,24.93000030517578,24.280000686645508,24.639999389648438,24.639999389648438,3293100
2023-06-05,24.530000686645508,25.84000015258789,24.15999984741211,24.309999465942383,24.309999465942383,4201900
2023-06-06,24.010000228881836,25.25,24.0,24.690000534057617,24.690000534057617,3984300
2023-06-07,26.200000762939453,26.549999237060547,25.06999969482422,26.110000610351562,26.110000610351562,18001100
2023-06-08,20.299999237060547,22.0,20.100000381469727,21.440000534057617,21.440000534057617,19213300
2023-06-09,21.780000686645508,23.43000030517578,21.5,22.68000030517578,22.68000030517578,10321200
2023-06-12,22.850000381469727,24.299999237060547,22.739999771118164,24.299999237060547,24.299999237060547,7131400
2023-06-13,26.200000762939453,27.649999618530273,25.030000686645508,26.950000762939453,26.950000762939453,17160600
2023-06-14,26.719999313354492,27.079999923706055,24.899999618530273,25.700000762939453,25.700000762939453,7243700
2023-06-15,25.40999984741211,26.170000076293945,24.639999389648438,24.84000015258789,24.84000015258789,5501800
2023-06-16,25.020000457763672,25.110000610351562,24.420000076293945,24.559999465942383,24.559999465942383,4427000
2023-06-20,24.40999984741211,24.649999618530273,23.719999313354492,24.579999923706055,24.579999923706055,3250700
2023-06-21,24.84000015258789,25.100000381469727,24.100000381469727,24.43000030517578,24.43000030517578,2404700
2023-06-22,24.1299991607666,24.329999923706055,23.760000228881836,24.31999969482422,24.31999969482422,1889600
2023-06-23,23.780000686645508,24.149999618530273,23.68000030517578,23.700000762939453,23.700000762939453,2230800
2023-06-26,23.3799991607666,24.030000686645508,22.90999984741211,23.020000457763672,23.020000457763672,2525200
2023-06-27,23.290000915527344,23.600000381469727,23.0,23.579999923706055,23.579999923706055,2141500
2023-06-28,23.440000534057617,25.100000381469727,23.399999618530273,24.979999542236328,24.979999542236328,3493900
2023-06-29,24.959999084472656,25.469999313354492,24.6200008392334,24.899999618530273,24.899999618530273,3101000
2023-06-30,24.969999313354492,25.1299991607666,24.25,24.25,24.25,2797500
2023-07-03,24.290000915527344,25.110000610351562,24.209999084472656,24.90999984741211,24.90999984741211,1806600
2023-07-05,24.639999389648438,24.850000381469727,23.790000915527344,23.899999618530273,23.899999618530273,2263100
2023-07-06,23.520000457763672,23.56999969482422,22.81999969482422,22.829999923706055,22.829999923706055,2384600
2023-07-07,22.969999313354492,23.530000686645508,22.670000076293945,22.709999084472656,22.709999084472656,2439600
2023-07-10,22.610000610351562,23.559999465942383,22.0,23.540000915527344,23.540000915527344,3318200
2023-07-11,23.200000762939453,24.440000534057617,23.200000762939453,23.90999984741211,23.90999984741211,3063500
2023-07-12,24.25,24.309999465942383,23.440000534057617,23.440000534057617,23.440000534057617,1742200
2023-07-13,23.540000915527344,23.979999542236328,23.420000076293945,23.459999084472656,23.459999084472656,1912200
2023-07-14,23.489999771118164,23.719999313354492,22.940000534057617,22.969999313354492,22.969999313354492,2175300
2023-07-17,22.8799991607666,23.309999465942383,22.700000762939453,22.81999969482422,22.81999969482422,2026000
